sku,description,subcat_1,subcat_2,subcat_3,subcat_4,subcat_5,subcat_6,calc_include,calslot_1,calslot_2,calslot_3,retail_price_inc_gst,category_slug,image_url,Notes
MOD-M8-BRN,"M8 nut-sert (blind rivet nut insert) for round and square stainless posts, paired with an M8 hex-socket cap screw to attach a glass clamp; specialised insert tool required.",Spigots 12mm Glass,Clamps,Clamp Accessories,,,,FALSE,,,,0.54,balustrade-glass-spigots-12mm-clamps-clamp-accessories,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/MOD-M8-BRN.JPG,
MOD-M8-CS,"M8 x 20mm hex-socket cap screw in 304 stainless steel, used with the MOD-M8-BRN nut-sert to attach a glass clamp to a stainless post.",Spigots 12mm Glass,Clamps,Clamp Accessories,,,,FALSE,,,,0.75,balustrade-glass-spigots-12mm-clamps-clamp-accessories,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/MOD-M8-CS.JPG,
GC-D-FB-B,"D-shaped glass clamp with flat back in matt black, two-piece pull-apart construction, fixes through the back to timber, masonry or a stainless post via a nut-sert and socket-head screw.",Spigots 12mm Glass,Clamps,D Clamps,,,,FALSE,,,,23.5,balustrade-glass-spigots-12mm-clamps-d,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-D-FB-B.JPG,
GC-D-FB-P,"D-shaped glass clamp with flat back in polished stainless, two-piece pull-apart construction, fixes through the back to timber, masonry or a stainless post via a nut-sert and socket-head screw.",Spigots 12mm Glass,Clamps,D Clamps,,,,FALSE,,,,19.86,balustrade-glass-spigots-12mm-clamps-d,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-D-FB-P.JPG,
GC-D-FB-S,"D-shaped glass clamp with flat back in satin stainless, two-piece pull-apart construction, fixes through the back to timber, masonry or a stainless post via a nut-sert and socket-head screw.",Spigots 12mm Glass,Clamps,D Clamps,,,,FALSE,,,,19.86,balustrade-glass-spigots-12mm-clamps-d,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-D-FB-S.JPG,
GC-D-RB-B,"D-shaped glass clamp with radius back to suit a 50mm round post, in matt black, two-piece pull-apart construction, fixes via a nut-sert and socket-head screw.",Spigots 12mm Glass,Clamps,D Clamps,,,,FALSE,,,,22.5,balustrade-glass-spigots-12mm-clamps-d,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-D-RB-B.JPG,
GC-D-RB-P,"D-shaped glass clamp with radius back to suit a 50mm round post, in polished stainless, two-piece pull-apart construction, fixes via a nut-sert and socket-head screw.",Spigots 12mm Glass,Clamps,D Clamps,,,,FALSE,,,,19.9,balustrade-glass-spigots-12mm-clamps-d,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-D-RB-P.JPG,
GC-D-RB-S,"D-shaped glass clamp with radius back to suit a 50mm round post, in satin stainless, two-piece pull-apart construction, fixes via a nut-sert and socket-head screw.",Spigots 12mm Glass,Clamps,D Clamps,,,,FALSE,,,,19.9,balustrade-glass-spigots-12mm-clamps-d,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-D-RB-S.JPG,
GC-D-SEAT-B,"D-clamp seating block in matt black, fits inside a D-series clamp at the bottom to stop glass slipping or at the top to stop rotation.",Spigots 12mm Glass,Clamps,D Clamps,,,,FALSE,,,,4.55,balustrade-glass-spigots-12mm-clamps-d,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-D-SEAT-B.JPG,
GC-D-SEAT-P,"D-clamp seating block in polished stainless, fits inside a D-series clamp at the bottom to stop glass slipping or at the top to stop rotation.",Spigots 12mm Glass,Clamps,D Clamps,,,,FALSE,,,,2.95,balustrade-glass-spigots-12mm-clamps-d,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-D-SEAT-P.JPG,
GC-D-SEAT-S,"D-clamp seating block in satin stainless, fits inside a D-series clamp at the bottom to stop glass slipping or at the top to stop rotation.",Spigots 12mm Glass,Clamps,D Clamps,,,,FALSE,,,,2.95,balustrade-glass-spigots-12mm-clamps-d,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-D-SEAT-S.JPG,
GC-RIGI90-B,"Rigi 90° corner glass clamp in matt black SS316, friction clamp for the corner intersection of two glass panels.",Spigots 12mm Glass,Clamps,Rigi Clamps,,,,FALSE,,,,29.55,balustrade-glass-spigots-12mm-clamps-rigi,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-RIGI90-B.JPG,
GC-RIGI90-MW,"Rigi 90° corner glass clamp in matt white SS316, friction clamp for the corner intersection of two glass panels.",Spigots 12mm Glass,Clamps,Rigi Clamps,,,,FALSE,,,,30.2,balustrade-glass-spigots-12mm-clamps-rigi,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-RIGI90-MW.JPG,
GC-RIGI90-P,"Rigi 90° corner glass clamp in polished SS316, friction clamp for the corner intersection of two glass panels.",Spigots 12mm Glass,Clamps,Rigi Clamps,,,,FALSE,,,,21.4,balustrade-glass-spigots-12mm-clamps-rigi,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-RIGI90-P.JPG,
GC-RIGI90-S,"Rigi 90° corner glass clamp in satin SS316, friction clamp for the corner intersection of two glass panels.",Spigots 12mm Glass,Clamps,Rigi Clamps,,,,FALSE,,,,21.4,balustrade-glass-spigots-12mm-clamps-rigi,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-RIGI90-S.JPG,
GC-RIGIL-B,"Rigi large inline glass clamp in matt black SS316, stabilises two glass panels at an inline joint.",Spigots 12mm Glass,Clamps,Rigi Clamps,,,,FALSE,,,,24.26,balustrade-glass-spigots-12mm-clamps-rigi,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-RIGIL-B.JPG,
GC-RIGIL-MW,"Rigi large inline glass clamp in matt white SS316, stabilises two glass panels at an inline joint.",Spigots 12mm Glass,Clamps,Rigi Clamps,,,,FALSE,,,,24.26,balustrade-glass-spigots-12mm-clamps-rigi,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-RIGIL-MW.JPG,
GC-RIGIL-P,"Rigi large inline glass clamp in polished SS316, stabilises two glass panels at an inline joint.",Spigots 12mm Glass,Clamps,Rigi Clamps,,,,FALSE,,,,18.55,balustrade-glass-spigots-12mm-clamps-rigi,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-RIGIL-P.JPG,
GC-RIGIL-S,"Rigi large inline glass clamp in satin SS316, stabilises two glass panels at an inline joint.",Spigots 12mm Glass,Clamps,Rigi Clamps,,,,FALSE,,,,18.55,balustrade-glass-spigots-12mm-clamps-rigi,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-RIGIL-S.JPG,
GC-RIGIS-B,"Rigi small inline glass clamp in matt black SS316, stabilises two glass panels at an inline joint.",Spigots 12mm Glass,Clamps,Rigi Clamps,,,,FALSE,,,,16.9,balustrade-glass-spigots-12mm-clamps-rigi,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-RIGIS-B.JPG,
GC-RIGIS-P,"Rigi small inline glass clamp in polished SS316, stabilises two glass panels at an inline joint.",Spigots 12mm Glass,Clamps,Rigi Clamps,,,,FALSE,,,,12.6,balustrade-glass-spigots-12mm-clamps-rigi,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-RIGIS-P.JPG,
GC-RIGIS-S,"Rigi small inline glass clamp in satin SS316, stabilises two glass panels at an inline joint.",Spigots 12mm Glass,Clamps,Rigi Clamps,,,,FALSE,,,,12.6,balustrade-glass-spigots-12mm-clamps-rigi,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-RIGIS-S.JPG,
GC-RIGISWIV-B,"Rigi adjustable swivel-angle glass clamp in matt black SS316, takes any angle for off-90° glass panel intersections.",Spigots 12mm Glass,Clamps,Rigi Clamps,,,,FALSE,,,,36.15,balustrade-glass-spigots-12mm-clamps-rigi,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-RIGISWIV-B.JPG,
