fence_style_id,section_id,section_label,section_order,variant_group_id,variant_group_label,variant_group_order,variant_id,variant_label,field_name,field_type,label,tooltip,unit,min,max,step,default_value,options,enabled,required,position,slot_prefix,slot_id,product_sku,product_description,product_price,lookup_rule
# ============================================================================================================
# GLASS POOL SPIGOTS - COMPLETE CONFIGURATION WITH PRODUCTS
# ============================================================================================================
# This is a COMPLETE example showing all fields, variants, and product mappings for Pool Fence with Spigots
# Use this as a reference template for creating other fence style configurations
# ============================================================================================================

# ============================================================================================================
# SECTION 1: PANELS - Standard 1200mm
# ============================================================================================================

# --- Calculator Input Fields (Required for calculation engine) ---
glass-pool-spigots,panels,Glass Panels,1,standard,Standard Panels,1,standard-1200,Standard 1200mm,section-length,number,Section Length,Total length of fence section,mm,500,10000,50,3000,,TRUE,TRUE,1,,,,,,,none
glass-pool-spigots,panels,Glass Panels,1,standard,Standard Panels,1,standard-1200,Standard 1200mm,left-gap,number,Left End Gap,Gap at left end of section,mm,0,150,5,50,,TRUE,TRUE,2,,,,,,,none
glass-pool-spigots,panels,Glass Panels,1,standard,Standard Panels,1,standard-1200,Standard 1200mm,right-gap,number,Right End Gap,Gap at right end of section,mm,0,150,5,50,,TRUE,TRUE,3,,,,,,,none
glass-pool-spigots,panels,Glass Panels,1,standard,Standard Panels,1,standard-1200,Standard 1200mm,desired-gap,number,Panel Gap,Desired gap between panels,mm,30,99,5,50,,TRUE,TRUE,4,,,,,,,none
glass-pool-spigots,panels,Glass Panels,1,standard,Standard Panels,1,standard-1200,Standard 1200mm,max-panel-width,number,Max Panel Width,Maximum panel width constraint,mm,500,2000,50,1200,,TRUE,TRUE,5,,,,,,,none
glass-pool-spigots,panels,Glass Panels,1,standard,Standard Panels,1,standard-1200,Standard 1200mm,min-panel-width,number,Min Panel Width,Minimum panel width constraint,mm,200,1000,50,250,,TRUE,FALSE,6,,,,,,,none

# --- Product Selection: Glass Thickness (12mm options with all panel widths) ---
glass-pool-spigots,panels,Glass Panels,1,standard,Standard Panels,1,standard-1200,Standard 1200mm,glass-thickness,select,Glass Thickness,Select glass panel thickness,,,,12mm,12mm,"12mm,15mm",TRUE,TRUE,7,GP,GP-12-0250,GP-12-0250-SS,Glass Panel 12mm 250W Satin Spigots,165.00,width_match
glass-pool-spigots,panels,Glass Panels,1,standard,Standard Panels,1,standard-1200,Standard 1200mm,glass-thickness,select,Glass Thickness,Select glass panel thickness,,,,12mm,12mm,"12mm,15mm",TRUE,TRUE,7,GP,GP-12-0300,GP-12-0300-SS,Glass Panel 12mm 300W Satin Spigots,185.00,width_match
glass-pool-spigots,panels,Glass Panels,1,standard,Standard Panels,1,standard-1200,Standard 1200mm,glass-thickness,select,Glass Thickness,Select glass panel thickness,,,,12mm,12mm,"12mm,15mm",TRUE,TRUE,7,GP,GP-12-0350,GP-12-0350-SS,Glass Panel 12mm 350W Satin Spigots,205.00,width_match
glass-pool-spigots,panels,Glass Panels,1,standard,Standard Panels,1,standard-1200,Standard 1200mm,glass-thickness,select,Glass Thickness,Select glass panel thickness,,,,12mm,12mm,"12mm,15mm",TRUE,TRUE,7,GP,GP-12-0400,GP-12-0400-SS,Glass Panel 12mm 400W Satin Spigots,225.00,width_match
glass-pool-spigots,panels,Glass Panels,1,standard,Standard Panels,1,standard-1200,Standard 1200mm,glass-thickness,select,Glass Thickness,Select glass panel thickness,,,,12mm,12mm,"12mm,15mm",TRUE,TRUE,7,GP,GP-12-0450,GP-12-0450-SS,Glass Panel 12mm 450W Satin Spigots,245.00,width_match
glass-pool-spigots,panels,Glass Panels,1,standard,Standard Panels,1,standard-1200,Standard 1200mm,glass-thickness,select,Glass Thickness,Select glass panel thickness,,,,12mm,12mm,"12mm,15mm",TRUE,TRUE,7,GP,GP-12-0500,GP-12-0500-SS,Glass Panel 12mm 500W Satin Spigots,265.00,width_match
glass-pool-spigots,panels,Glass Panels,1,standard,Standard Panels,1,standard-1200,Standard 1200mm,glass-thickness,select,Glass Thickness,Select glass panel thickness,,,,12mm,12mm,"12mm,15mm",TRUE,TRUE,7,GP,GP-12-0600,GP-12-0600-SS,Glass Panel 12mm 600W Satin Spigots,295.00,width_match
glass-pool-spigots,panels,Glass Panels,1,standard,Standard Panels,1,standard-1200,Standard 1200mm,glass-thickness,select,Glass Thickness,Select glass panel thickness,,,,12mm,12mm,"12mm,15mm",TRUE,TRUE,7,GP,GP-12-0800,GP-12-0800-SS,Glass Panel 12mm 800W Satin Spigots,345.00,width_match
glass-pool-spigots,panels,Glass Panels,1,standard,Standard Panels,1,standard-1200,Standard 1200mm,glass-thickness,select,Glass Thickness,Select glass panel thickness,,,,12mm,12mm,"12mm,15mm",TRUE,TRUE,7,GP,GP-12-1000,GP-12-1000-SS,Glass Panel 12mm 1000W Satin Spigots,395.00,width_match
